text,sarcastic
吉林珲春所有封控区管控区全部解封解控。记者4月1日从吉林省延边朝鲜族自治州珲春市疫情防控领导小组办公室了解到，根据国务院联防联控机制《新冠肺炎疫情社区防控方案》精神，经珲春市疫情防控领导小组同意，自2022年4月1日11时起，对珲春市的两个封控区解封。至此，珲春市所有封控区、管控区全部解封解控。       据了解，珲春市是吉林省本轮疫情中首个出现确诊病例的地区。2月28日下午，珲春市在应检尽检人群中发现1人核酸检测样本呈阳性后，随即启动应急预案。防疫期间共划定封控区30个、管控区26个。（记者高楠）,0
1个动作缓解腰酸背痛。日常生活中经常会因为久坐等，出现肌肉酸痛、僵硬，一套“脊柱舒展运动”转存试试吧。生活圈,0
该出手时就出手啊！,0
如果伴侣一旦出轨，果断分手是最糟糕的选择，这时最佳对策应该是选择原谅他。因为分手正好可以满足他，让他得到想要的结果；而原谅他，继续和他在一起，才能一直膈应他，让他生活在悔恨和痛苦中，这是最好的伤害和报复他的方式。,1
根据最新的互联网调查，再结合实际上网体验，可得出结论：现在的网友要么存在大量隐性收入，要么就是有巨额家产可继承；学历调查的结果更是说明网友们具备极强的自学能力，尽管平均学历低，但以现在多数网友的知识储备，拉出来随便考个试，进清华都不成问题。,1
笑一笑，没有什么事情是过不去的，接下来的考试努力吧，坚持吧,0
很好...又过敏了！！我明明就没喝牛奶~可恶！！ 发红又发痒~是想搞疯我吗?！,1
外交部：美方涉乌克兰生物实验室回应存诸多漏洞。美方自证清白最好方法是敞开大门 3月24日，外交部发言人汪文斌主持例行记者会。有记者提问，美国国务院表示，中国一直在散布虚假信息，这些虚假信息首先来自莫斯科，包括关于各种生物武器计划。你对此有何评论？汪文斌：美方作出的回应存在诸多的漏洞，各方完全有理由质疑。美方不能只是用沉默和一句“虚假信息”来搪塞。究竟是不是虚假信息，这需要美方作出严肃的澄清。国际社会对美方在乌克兰生物实验室的研究目的究竟为何，美方是否在乌克兰和其他境外实验室从事美国内禁止的危险研究，这些问题都有重大的关切。美方自证清白的最好办法是敞开大门，大方接受国际社会的检验。（记者任皓宇、曹师韵）人民视频,0
夜读：拒绝焦虑的8个好习惯。①培养爱好：让心静下来；②开放思维：拓宽思维的宽度；③独立思考：用辩证方法分析问题；④相信自己：多关注自己长处；⑤明确目标：前方旅途注定充实而有希望；⑥自我反省：认清自己真实的需求；⑦控制欲望：经得住诱惑，守得好节奏；⑧把握当下：每天进步一点点。 '夜读。拒绝焦虑的8个好习惯,0
春光很好只是很想念你。清明时节是什么样子？是水墨丹青、春光如画，也是生生不息、念念不忘。“你护着我，我念着你”，一年一清明，一岁一追思。致敬英烈，不负春光。今天的风里都是思念,0
苦恼阿！！辣椒真好吃  我的脸可以再烂一点...,1
上海新增本土确诊1015例无症状22609例。4月8日0—24时，上海新增本土新冠肺炎确诊病例1015例和无症状感染者22609例，其中420例确诊病例为此前无症状感染者转归，301例确诊病例和21853例无症状感染者在隔离管控中发现，其余在相关风险人群排查中发现。,0
这个好，早该推出来了，不知不觉钱哪里扣了都不知道,0
很好啊。GOOD la…厂商打电话来说连镜头也有跑沙进去。是把我相机拿去埋在沙滩里吗？维修要花1300！囧rz,1
人帅！！！精神更帅！！！,0
打击电信网络诈骗犯罪战果创历史新高。国新办14日召开新闻发布会介绍，我国打击电信网络诈骗犯罪战果创历史新高，立案数连续9个月同比下降。一年来共破获案件39.4万起，抓获犯罪嫌疑人63.4万名，同比分别上升28.5%和76.6%；国家反诈中心直推预警4067万条，各地预警线索4170万条，避免6178万名群众受骗；打掉非法出境团伙1.2万个，抓获偷渡犯罪嫌疑人5.1万名，从境外教育劝返涉诈人员21万名。（记者熊丰、刘硕、齐琪，海报设计乔昕）,0
百年梨园云赏花。近日，地处黄河上游的甘肃省兰州市皋兰县什川镇百年梨园的近万棵古树进入盛花期，满园梨花竞相绽放。受近期疫情影响，百年梨园暂时未对公众开放，为了满足赏花需求，景区组织工作人员在梨园内进行直播，邀请人们“云赏花”。（记者陈斌、郎兵兵）  报社的微博视频,0
很好！！笔电确定挂了！！ 什么都不剩下.... 我哭了。一堆照片资料回忆等，通通消失了.,1
很好，现在才收到简讯，但我今天没空,1
支教，减肥，一举两得，真好,0
正在新竹活动现场，学校场地麦克风可以再烂一点，讲师都快没声音了...,1
专题、义工、行前说明、环境钓螃蟹、报告整理加打工！！很好，一个礼拜才七天，没一天空闲的~真的深深觉得在长庚会累死......,1
不顺不顺不顺...可以再不顺一点！,1
自己很北七，恍惚中的我因为懒惰转个方向，所以被保鲜膜的刀片给割了..很好！还是前几天自己buy下来的..唉  鲜血就这么冒出来了..,1
外交部：纽约地铁枪击中受伤中国公民情况稳定。外交部发言人赵立坚4月14日应询表示，根据中国驻纽约总领馆最新了解到的情况，有一名中国公民在纽约市地铁枪击案中受伤，总领馆已经在第一时间联系伤者家属提供协助。目前伤者在医院接受治疗，情况稳定。外交部和驻纽约总领馆将继续密切跟踪涉中国公民有关情况，及时提供领事协助。（记者马卓言、成欣）,0
"很好很好，现在什么都谈不下来！ 还是觉得很累>""",1
高晓松今晚发文质疑，月亮越大越圆越受人们欢迎，只比平时大一点还能引发集体拍照。而为何人脸越大越圆却是完全不一样的待遇，人脸中的“超级月亮”非但没人赞美，甚至还容易遭到嘲笑。高晓松痛呼，人类在审美观上的这种双标行为让人如丧考妣。 ​​​,1
那边是屈膝奉承臭不要脸，呵呵，一湾海峡之隔，这差距咋就那么大捏？,0
金银潭护士长：上海是我们金银潭的一部分。“因为一个人爱上一座城，上海因为有钟鸣主任，有上海医疗队，所以我觉得上海就是金银潭的一部分。”武汉疫情期间，程芳担任金银潭ICU护士长，她始终记得，上海援鄂医疗队是第一批进驻金银潭的医疗队。如今她增援长宁新泾核酸采样。SMGNEWS,0
好友可以再难加一点....,1
很好！！我竟然把相机丢在医院了 ....,1
崔近日自曝，曾有说客和集团要其放弃对非转基因食品的调查和言论，封口费是2亿欢乐豆。但崔当即表示，虽然说2亿豆子很多很诱人，但欢乐豆这名字听上去就不像正常豆子，很像是一种转基因豆，这种把戏是骗不了他的。临时工@我吃叉烧包 报道 ​​​,1
都敢这样赚钱，真是丧了良心！,0
网友们表达了对老薛身体力行科普医学知识的感激之情，通过他的科普，人们知道了高烧的范围，知道了什么病需要在床上放尿壶，今天更是习得了宝贵的育婴知识，因演技到位，薛的每次科普都让人印象深刻，因此不少网友建议将他的认证直接改为“医学科普博主”。,1
熊猫宝宝大型贴贴现场。网友：一时不知道该羡慕哪只iPanda熊猫频道,0
cow...你的字可以再丑一点..写什么鬼东东阿！,1
正在看大话新闻~我只能说~我们的政府实在是太好了点 ！！！ 有时间去看新闻，没时间去防疫~生气阿。好烂~！！！！！,1
很好，今天又忘了带钱出门。准备饿一天了,1
给700分中考生改志愿上职高的毛老师接受采访称，他完全是为了学生，没掺杂半点个人利益。他说职高里面个个都是人才，女孩也漂亮，而且职高毕业早工资高；相比之下，重点高中生活无聊，压力大，是对青春的摧残。他坚信，孩子上了职高后会回来感谢他的。 ​​​,1
今天射墨大师邵岩接受采访称，人们经常谈论，现在很多人对美术的欣赏水平停留在看画得像不像，对音乐的欣赏水平停留在听嗓门高不高，我的出现证明人们对书法的欣赏水平也还停留在看写得认不认识。“我的作品是在自我表达，懂得人看懂后都会流泪”邵大师自信地说道。,1
蓝天有什么好的，我们怀念蓝天不过是因为习惯了蓝天，思维惯性让我们觉得天就应该是蓝的。那雾霾为什么我们就不能习惯呢，如果我们习惯了雾霾，等天蓝了我们还不是照样吐槽蓝天想念雾霾？如果我们生下来天就是雾霾的，有天天蓝了我们是不是还以为世界末日？所以别去关注天气，慢慢适应就好了。 ​​​,1
一早热水壶坏了 打火机毁了 火柴潮了 茶水翻了 很好,1
消息称，前几日好莱坞导演卡梅隆去一个华人朋友家作客，当时朋友正在看《中国好声音》，卡梅隆跟着看了一段后，直呼四位导师的演技amazing！卡梅隆称一直想找中国好演员找不到，没想到在这里发现了。卡梅隆计划在下部大片里让这四位全当主演。 ​​​,1
青少年健康，从健康饮食，适当运动生活开始。,0
祝贺。武大靖张艺谋领奖画面。北京冬奥冬残奥总结表彰大会现场,0
带了相机欢欢喜喜想拍照却漏了记忆卡，你说这人是不是脑残到极点 ...很好这就是在下本人囧,1
竟然作弊，你可以再机车一点......XD,1
很多人对男足踢成这样还不让别人说，表示不解。其实我们应该对这样的男足感到高兴才对，正因为不让说，才证明他们还要脸，还有自尊，还有追求。如果哪天男足不在乎被调侃了，那才是没救了。因此男足越不让说，我们就越可以从他们身上看到希望。 ​​​,1
上海对因疫情致基本生活困难群众加强救助。上海市民政局相关负责人在15日举行的上海市新冠肺炎疫情防控新闻发布会上表示，对因疫情造成基本生活临时出现困难的群众，由户籍所在地街道（乡镇）及时核实情况，给予临时救助；对因疫情造成重大生活困难的，采取“一事一议”方式加大救助力度；针对近期蔬菜价格上涨的情况，对城乡低保对象、特困人员、支出型贫困家庭生活救助对象等困难群众发放一次性补贴。（记者吴振东、袁全）,0
睡不着，脑子里一遍又一遍播放着高中三年的回忆画面,0
真是太好了...我现在连banner都要做了,1
受爱心人士启发，国内很多商场打算彻底换掉地面的地板或大理石，统一改为蹦床替代，而且蹦床的弹性系数要达到“从哪里跌下去，从哪里弹上来”的标准。另外，统一铺设蹦床后，商场还将取消电梯，顾客想去哪一层可以直接蹦上去，从此也将大幅节省建筑成本。 ​​​,1
1分钟看懂南方人的回南天。“墙壁流泪”、“衣服发霉”、“连卫生纸都是湿的”…近日我国华南地区进入了“回南天”。不少网友留言回南天太南了。什么是“回南天”？它的成因是什么？戳视频5个技巧教你应对“回南天”，收藏。,0
允许和儿童结婚！这真的是一个正常人类能想出来的？还合法？？,0
现在国内喜欢韩国明星的大多是青春期少女，这个年龄段的孩子最大的特点就是叛逆，比如学校和家长越禁止早恋，她们和早恋对象感情就越深。而同理，现在限韩，她们嘴上说着国家面前无偶像，但私下里肯定对欧巴越爱越深，甚至可能在关键时候“叛变”祖国。,1
穆雅斓之前从事韩货韩妆行业，很可能时间久了内心觉得自己是半个韩国人。所以萨德事件后，可能收了韩国方面的好处，也可能没收，但她极有可能为了帮助韩国，就想出办法，故意以小丑姿态扮演爱国者喊爱国麦，将视频传到世界各地以达到丑化中国的目的。,1
报社记者全程探访核酸检测报告的诞生 为了你的“小绿马” 他们马不停蹄。  从一根咽拭子到一份核酸检测报告要经过多少步？一天数百万份的核酸检测标本如何快速出结果？为了你的“小绿马”，又有多少人在背后忙碌？3月23日至24日，江西南昌市开展第四轮全市较大范围区域核酸检测，报社记者从一处核酸采样点开始，全程探访一份核酸检测报告是如何诞生的。（记者余刚、李宗胤）  报社的微博视频,0
应急管理部派工作组指导大秦铁路天津蓟州段货运列车事故处置。14日13时许，大秦铁路天津蓟州段（大同至秦皇岛方向），2辆重载运煤列车在铁路桥上发生事故，造成部分车厢脱轨。接报后，应急管理部立即派工作组赶赴现场指导处置，要求督促相关单位加快恢复运煤大通道，同时会同铁路部门查明原因，真正吸取教训、举一反三，严防再次发生类似事故。事故发生后，当地消防救援队伍立即调派48人、9车赶赴现场，全力开展抢险救援工作。目前，未接到人员伤亡报告。,0
辛苦了阅卷老师们！！！,0
保持良好的心态还是最重要的,0
很好...我在自找麻烦...用了外框字，结果累的是我自己！,1
是时候清理这些垃圾App了,0
我社实地调查发现，经过几天的罢工反省，青岛出租车已陆续复工，而且复工后的出租车司机服务态度大为改善，不但态度异常和蔼，甚至还会在乘客下车时免费送上一瓶甘甜可口的崂山白花蛇草水。,1
江苏应急采样队第三次出征援沪。4月9日，江苏援沪医疗队应急采样队医务人员第三次前往上海，支援当地核酸采样工作。每次赴沪应急采样完成任务后，医务人员即返回驻地隔离休整并待命。4月7日，该支应急采样队已完成上海市浦东新区35个街道（镇）2489个采样点位236.81万人次的采样任务。中新视频,0
国家医保局：新冠抗原检测价格项目不高于每人次5元。据国家医保局最新消息，各省级医疗保障部门应在2022年4月8日前明确政策，对于公立医疗机构开展的新型冠状病毒抗原检测服务，允许按照“价格项目+检测试剂”的方式收费。其中“新冠抗原检测”价格项目由各省级医疗保障部门按照不高于每人次5元制定政府指导价（最高限价）；新冠抗原检测试剂（含采样器具）按照实际采购价格零差率销售。（记者彭韵佳）,0
